,0
394,1.0499999999999972
395,3.049999999999997
396,3.049999999999997
397,2.049999999999997
398,8.049999999999997
399,3.049999999999997
400,3.049999999999997
401,3.049999999999997
402,3.049999999999997
403,3.049999999999997
404,2.049999999999997
405,3.049999999999997
406,2.049999999999997
407,1.0499999999999972
408,3.049999999999997
409,3.049999999999997
410,3.049999999999997
411,7.049999999999997
412,1.0499999999999972
413,3.049999999999997
414,6.049999999999997
415,4.049999999999997
416,3.049999999999997
417,1.0499999999999972
418,3.049999999999997
419,7.049999999999997
420,1.0499999999999972
421,1.0499999999999972
422,2.049999999999997
423,7.049999999999997
424,2.049999999999997
425,4.049999999999997
426,3.049999999999997
427,6.049999999999997
428,5.049999999999997
429,4.049999999999997
430,4.049999999999997
431,2.049999999999997
432,7.049999999999997
433,6.049999999999997
434,2.049999999999997
