,CodeAntena,Duracion,Hora,NumeroDestino
79,1100162798,0 days 00:02:00.000000000,2018-06-15 16:23:00,311.487.6976
80,1100162809,0 days 00:04:00.000000000,2018-06-15 16:13:00,315.777.6549
81,1100123190,0 days 00:02:00.000000000,2018-06-16 18:54:00,315.777.6549
82,1100135767,0 days 00:02:00.000000000,2018-06-16 11:28:00,315.777.6549
83,1100123210,0 days 00:04:00.000000000,2018-06-16 22:19:00,315.777.6549
84,1100162691,0 days 00:01:00.000000000,2018-06-16 10:57:00,315.777.6549
85,1100162456,0 days 00:06:00.000000000,2018-06-16 20:31:00,315.777.6549
86,1100135175,0 days 00:01:00.000000000,2018-06-16 16:41:00,301.009.5672
87,1100162217,0 days 00:05:00.000000000,2018-06-16 13:08:00,301.009.5672
88,1100187126,0 days 00:06:00.000000000,2018-06-16 16:29:00,300.227.8739
89,1100123330,0 days 00:05:00.000000000,2018-06-16 09:01:00,315.777.6549
90,1100162183,0 days 00:01:00.000000000,2018-06-17 15:09:00,300.227.8739
91,1100162264,0 days 00:01:00.000000000,2018-06-17 18:46:00,301.009.5672
92,1100123752,0 days 00:02:00.000000000,2018-06-17 07:41:00,315.777.6549
93,1100123433,0 days 00:03:00.000000000,2018-06-17 19:16:00,315.777.6549
94,1100162860,0 days 00:02:00.000000000,2018-06-17 14:28:00,301.009.5672
95,1100162382,0 days 00:02:00.000000000,2018-06-17 08:38:00,301.009.5672
96,1100135442,0 days 00:01:00.000000000,2018-06-17 19:57:00,311.487.6976
97,1100123824,0 days 00:04:00.000000000,2018-06-17 18:46:00,311.487.6976
98,1100135850,0 days 00:01:00.000000000,2018-06-17 07:29:00,300.227.8739
99,1100162386,0 days 00:04:00.000000000,2018-06-18 18:48:00,315.777.6549
100,1100162861,0 days 00:04:00.000000000,2018-06-18 15:15:00,300.227.8739
101,1100135820,0 days 00:03:00.000000000,2018-06-18 19:58:00,311.487.6976
102,1100162106,0 days 00:02:00.000000000,2018-06-18 19:53:00,311.487.6976
103,1100135327,0 days 00:06:00.000000000,2018-06-18 16:22:00,311.487.6976
104,1100123457,0 days 00:04:00.000000000,2018-06-19 16:15:00,315.777.6549
105,1100162612,0 days 00:03:00.000000000,2018-06-19 22:09:00,311.487.6976
106,1100162778,0 days 00:04:00.000000000,2018-06-19 19:35:00,311.487.6976
107,1100162137,0 days 00:02:00.000000000,2018-06-19 06:47:00,311.487.6976
108,1100135151,0 days 00:02:00.000000000,2018-06-19 19:20:00,315.777.6549
109,1100135547,0 days 00:06:00.000000000,2018-06-19 07:01:00,315.777.6549
110,1100187570,0 days 00:06:00.000000000,2018-06-19 21:51:00,311.487.6976
111,1100162512,0 days 00:02:00.000000000,2018-06-19 13:13:00,301.009.5672
112,1100135751,0 days 00:06:00.000000000,2018-06-19 08:55:00,315.777.6549
113,1100123768,0 days 00:05:00.000000000,2018-06-20 22:29:00,311.487.6976
114,1100162106,0 days 00:04:00.000000000,2018-06-20 14:41:00,315.777.6549
115,1100135236,0 days 00:02:00.000000000,2018-06-20 14:41:00,301.009.5672
116,1100123148,0 days 00:02:00.000000000,2018-06-20 08:13:00,301.009.5672
117,1100135184,0 days 00:01:00.000000000,2018-06-20 21:25:00,315.777.6549
118,1100135846,0 days 00:04:00.000000000,2018-06-20 22:17:00,301.009.5672
119,1100187217,0 days 00:05:00.000000000,2018-06-20 22:25:00,301.009.5672
120,1100187749,0 days 00:02:00.000000000,2018-06-20 20:24:00,300.227.8739
121,1100123116,0 days 00:05:00.000000000,2018-06-21 09:31:00,315.777.6549
122,1100187190,0 days 00:04:00.000000000,2018-06-21 14:28:00,311.487.6976
123,1100135359,0 days 00:04:00.000000000,2018-06-21 19:05:00,311.487.6976
124,1100135787,0 days 00:01:00.000000000,2018-06-21 16:52:00,315.777.6549
125,1100187778,0 days 00:05:00.000000000,2018-06-21 07:20:00,301.009.5672
126,1100162561,0 days 00:02:00.000000000,2018-06-22 16:09:00,311.487.6976
127,1100123594,0 days 00:02:00.000000000,2018-06-22 19:46:00,300.227.8739
128,1100123548,0 days 00:04:00.000000000,2018-06-22 11:49:00,301.009.5672
129,1100123391,0 days 00:06:00.000000000,2018-06-22 13:15:00,315.777.6549
130,1100162155,0 days 00:01:00.000000000,2018-06-23 09:20:00,315.777.6549
131,1100135279,0 days 00:05:00.000000000,2018-06-23 10:28:00,311.487.6976
132,1100123540,0 days 00:02:00.000000000,2018-06-23 20:25:00,311.487.6976
133,1100187864,0 days 00:06:00.000000000,2018-06-23 16:46:00,315.777.6549
134,1100187533,0 days 00:04:00.000000000,2018-06-23 16:10:00,301.009.5672
135,1100162178,0 days 00:05:00.000000000,2018-06-23 11:04:00,315.777.6549
136,1100187274,0 days 00:01:00.000000000,2018-06-23 06:04:00,300.227.8739
137,1100187467,0 days 00:05:00.000000000,2018-06-24 09:23:00,300.227.8739
138,1100123321,0 days 00:01:00.000000000,2018-06-24 21:19:00,300.227.8739
139,1100135882,0 days 00:05:00.000000000,2018-06-24 12:52:00,311.487.6976
140,1100162577,0 days 00:01:00.000000000,2018-06-24 06:22:00,311.487.6976
141,1100162178,0 days 00:03:00.000000000,2018-06-24 21:17:00,301.009.5672
142,1100135727,0 days 00:06:00.000000000,2018-06-24 19:14:00,311.487.6976
143,1100162892,0 days 00:06:00.000000000,2018-06-24 13:04:00,315.777.6549
144,1100135443,0 days 00:01:00.000000000,2018-06-25 08:25:00,301.009.5672
145,1100135226,0 days 00:03:00.000000000,2018-06-25 18:15:00,315.777.6549
146,1100135865,0 days 00:04:00.000000000,2018-06-25 14:45:00,311.487.6976
147,1100135628,0 days 00:04:00.000000000,2018-06-25 14:05:00,311.487.6976
148,1100135144,0 days 00:03:00.000000000,2018-06-25 19:14:00,300.227.8739
149,1100187324,0 days 00:01:00.000000000,2018-06-26 12:19:00,315.777.6549
150,1100162853,0 days 00:03:00.000000000,2018-06-26 07:30:00,311.487.6976
151,1100123262,0 days 00:04:00.000000000,2018-06-26 22:05:00,301.009.5672
152,1100162489,0 days 00:05:00.000000000,2018-06-27 07:27:00,311.487.6976
153,1100162272,0 days 00:03:00.000000000,2018-06-27 06:22:00,315.777.6549
154,1100187213,0 days 00:04:00.000000000,2018-06-27 21:46:00,300.227.8739
155,1100123255,0 days 00:02:00.000000000,2018-06-28 15:07:00,315.777.6549
156,1100187146,0 days 00:03:00.000000000,2018-06-28 12:03:00,311.487.6976
157,1100187700,0 days 00:03:00.000000000,2018-06-28 09:10:00,315.777.6549
158,1100162865,0 days 00:02:00.000000000,2018-06-28 07:28:00,315.777.6549
159,1100135611,0 days 00:01:00.000000000,2018-06-28 15:19:00,315.777.6549
160,1100187731,0 days 00:06:00.000000000,2018-06-28 16:20:00,315.777.6549
161,1100162576,0 days 00:05:00.000000000,2018-06-28 12:13:00,311.487.6976
162,1100135696,0 days 00:05:00.000000000,2018-06-28 22:02:00,311.487.6976
163,1100162679,0 days 00:03:00.000000000,2018-06-29 12:45:00,315.777.6549
164,1100162333,0 days 00:04:00.000000000,2018-06-29 13:45:00,301.009.5672
165,1100123543,0 days 00:06:00.000000000,2018-06-29 19:28:00,315.777.6549
166,1100135269,0 days 00:06:00.000000000,2018-06-29 18:29:00,300.227.8739
167,1100135380,0 days 00:05:00.000000000,2018-06-29 19:16:00,311.487.6976
168,1100162178,0 days 00:01:00.000000000,2018-06-29 11:40:00,301.009.5672
169,1100135755,0 days 00:02:00.000000000,2018-06-30 07:16:00,311.487.6976
170,1100135287,0 days 00:05:00.000000000,2018-06-30 11:15:00,311.487.6976
171,1100162546,0 days 00:01:00.000000000,2018-06-30 07:15:00,315.777.6549
172,1100135726,0 days 00:05:00.000000000,2018-06-30 15:36:00,301.009.5672
173,1100135130,0 days 00:05:00.000000000,2018-06-30 19:08:00,311.487.6976
174,1100135356,0 days 00:04:00.000000000,2018-06-30 20:31:00,301.009.5672
175,1100135693,0 days 00:06:00.000000000,2018-06-30 12:09:00,300.227.8739
176,1100135657,0 days 00:06:00.000000000,2018-06-30 08:21:00,311.487.6976
177,1100123481,0 days 00:01:00.000000000,2018-07-01 07:06:00,315.777.6549
178,1100135187,0 days 00:05:00.000000000,2018-07-01 10:46:00,300.227.8739
179,1100135261,0 days 00:02:00.000000000,2018-07-01 13:09:00,300.227.8739
180,1100162711,0 days 00:01:00.000000000,2018-07-02 10:11:00,311.487.6976
181,1100123394,0 days 00:04:00.000000000,2018-07-02 16:28:00,300.227.8739
182,1100187389,0 days 00:02:00.000000000,2018-07-02 09:18:00,311.487.6976
183,1100162406,0 days 00:05:00.000000000,2018-07-02 10:04:00,315.777.6549
184,1100187161,0 days 00:06:00.000000000,2018-07-02 18:45:00,311.487.6976
185,1100123317,0 days 00:06:00.000000000,2018-07-02 22:09:00,315.777.6549
186,1100162448,0 days 00:04:00.000000000,2018-07-02 11:11:00,301.009.5672
187,1100162594,0 days 00:01:00.000000000,2018-07-02 11:33:00,315.777.6549
188,1100135415,0 days 00:03:00.000000000,2018-07-02 14:35:00,315.777.6549
189,1100187452,0 days 00:06:00.000000000,2018-07-03 14:28:00,311.487.6976
190,1100162561,0 days 00:06:00.000000000,2018-07-03 08:30:00,315.777.6549
191,1100187697,0 days 00:01:00.000000000,2018-07-03 21:56:00,300.227.8739
192,1100187617,0 days 00:03:00.000000000,2018-07-03 09:35:00,315.777.6549
193,1100162644,0 days 00:02:00.000000000,2018-07-04 17:34:00,315.777.6549
194,1100135377,0 days 00:04:00.000000000,2018-07-04 21:38:00,315.777.6549
195,1100135664,0 days 00:02:00.000000000,2018-07-04 18:51:00,300.227.8739
196,1100187793,0 days 00:06:00.000000000,2018-07-04 11:50:00,315.777.6549
197,1100162776,0 days 00:01:00.000000000,2018-07-04 15:42:00,301.009.5672
198,1100162237,0 days 00:02:00.000000000,2018-07-04 19:33:00,315.777.6549
199,1100135351,0 days 00:01:00.000000000,2018-07-05 14:16:00,311.487.6976
200,1100123162,0 days 00:03:00.000000000,2018-07-05 17:14:00,300.227.8739
201,1100135286,0 days 00:04:00.000000000,2018-07-05 15:56:00,301.009.5672
202,1100162652,0 days 00:04:00.000000000,2018-07-05 09:43:00,311.487.6976
203,1100123412,0 days 00:03:00.000000000,2018-07-05 11:58:00,301.009.5672
204,1100162818,0 days 00:05:00.000000000,2018-07-05 22:11:00,301.009.5672
205,1100162767,0 days 00:06:00.000000000,2018-07-05 11:13:00,300.227.8739
206,1100162220,0 days 00:06:00.000000000,2018-07-05 10:03:00,301.009.5672
207,1100135178,0 days 00:02:00.000000000,2018-07-05 12:42:00,300.227.8739
208,1100162189,0 days 00:03:00.000000000,2018-07-06 10:03:00,311.487.6976
209,1100123180,0 days 00:05:00.000000000,2018-07-06 17:19:00,301.009.5672
210,1100162133,0 days 00:05:00.000000000,2018-07-06 21:21:00,315.777.6549
211,1100135307,0 days 00:05:00.000000000,2018-07-06 14:23:00,311.487.6976
212,1100162628,0 days 00:03:00.000000000,2018-07-07 16:11:00,300.227.8739
213,1100162191,0 days 00:04:00.000000000,2018-07-07 12:33:00,311.487.6976
214,1100135162,0 days 00:02:00.000000000,2018-07-07 14:02:00,301.009.5672
215,1100162377,0 days 00:06:00.000000000,2018-07-07 18:31:00,311.487.6976
216,1100187504,0 days 00:04:00.000000000,2018-07-07 13:44:00,315.777.6549
217,1100135187,0 days 00:02:00.000000000,2018-07-07 21:58:00,315.777.6549
218,1100135289,0 days 00:01:00.000000000,2018-07-07 20:21:00,311.487.6976
219,1100135535,0 days 00:04:00.000000000,2018-07-07 11:42:00,300.227.8739
220,1100187733,0 days 00:03:00.000000000,2018-07-08 21:22:00,300.227.8739
221,1100162349,0 days 00:04:00.000000000,2018-07-08 17:28:00,301.009.5672
222,1100162121,0 days 00:02:00.000000000,2018-07-08 08:19:00,301.009.5672
223,1100162629,0 days 00:04:00.000000000,2018-07-08 12:07:00,301.009.5672
224,1100162656,0 days 00:06:00.000000000,2018-07-09 13:45:00,301.009.5672
225,1100162266,0 days 00:06:00.000000000,2018-07-09 19:44:00,301.009.5672
226,1100187164,0 days 00:01:00.000000000,2018-07-09 17:21:00,315.777.6549
227,1100123243,0 days 00:03:00.000000000,2018-07-09 08:01:00,301.009.5672
228,1100162845,0 days 00:03:00.000000000,2018-07-09 13:55:00,315.777.6549
229,1100135188,0 days 00:05:00.000000000,2018-07-09 08:13:00,311.487.6976
230,1100123268,0 days 00:01:00.000000000,2018-07-10 11:55:00,311.487.6976
231,1100162667,0 days 00:06:00.000000000,2018-07-10 07:16:00,301.009.5672
232,1100123401,0 days 00:06:00.000000000,2018-07-10 14:50:00,315.777.6549
233,1100162264,0 days 00:03:00.000000000,2018-07-10 18:23:00,311.487.6976
234,1100123385,0 days 00:06:00.000000000,2018-07-10 14:36:00,315.777.6549
235,1100135372,0 days 00:03:00.000000000,2018-07-10 12:42:00,300.227.8739
236,1100135131,0 days 00:04:00.000000000,2018-07-10 14:40:00,315.777.6549
237,1100162637,0 days 00:05:00.000000000,2018-07-10 07:57:00,315.777.6549
238,1100123363,0 days 00:02:00.000000000,2018-07-11 09:30:00,311.487.6976
239,1100162169,0 days 00:03:00.000000000,2018-07-11 10:11:00,311.487.6976
240,1100135672,0 days 00:05:00.000000000,2018-07-11 14:37:00,315.777.6549
241,1100187458,0 days 00:01:00.000000000,2018-07-11 12:36:00,315.777.6549
242,1100135552,0 days 00:04:00.000000000,2018-07-12 14:45:00,315.777.6549
243,1100187124,0 days 00:05:00.000000000,2018-07-12 14:39:00,315.777.6549
244,1100123637,0 days 00:04:00.000000000,2018-07-12 20:47:00,301.009.5672
245,1100187344,0 days 00:04:00.000000000,2018-07-12 10:39:00,311.487.6976
246,1100123758,0 days 00:05:00.000000000,2018-07-12 17:49:00,300.227.8739
247,1100135140,0 days 00:03:00.000000000,2018-07-13 10:51:00,311.487.6976
248,1100162157,0 days 00:04:00.000000000,2018-07-13 08:14:00,315.777.6549
249,1100135357,0 days 00:05:00.000000000,2018-07-13 20:25:00,315.777.6549
250,1100123776,0 days 00:02:00.000000000,2018-07-13 16:39:00,315.777.6549
251,1100123730,0 days 00:03:00.000000000,2018-07-13 19:28:00,315.777.6549
252,1100135204,0 days 00:02:00.000000000,2018-07-14 06:15:00,301.009.5672
253,1100135452,0 days 00:03:00.000000000,2018-07-14 21:25:00,315.777.6549
254,1100123214,0 days 00:02:00.000000000,2018-07-14 10:44:00,315.777.6549
255,1100123514,0 days 00:04:00.000000000,2018-07-14 14:26:00,301.009.5672
256,1100187842,0 days 00:01:00.000000000,2018-07-14 20:14:00,315.777.6549
257,1100187843,0 days 00:03:00.000000000,2018-07-15 06:27:00,311.487.6976
258,1100135398,0 days 00:02:00.000000000,2018-07-15 08:14:00,301.009.5672
259,1100162187,0 days 00:01:00.000000000,2018-07-15 14:56:00,301.009.5672
260,1100135322,0 days 00:06:00.000000000,2018-07-15 22:16:00,315.777.6549
261,1100187438,0 days 00:01:00.000000000,2018-07-15 07:13:00,311.487.6976
262,1100123651,0 days 00:05:00.000000000,2018-07-15 17:44:00,301.009.5672
263,1100135323,0 days 00:01:00.000000000,2018-07-15 12:29:00,301.009.5672
264,1100187410,0 days 00:06:00.000000000,2018-07-16 12:44:00,315.777.6549
265,1100162178,0 days 00:06:00.000000000,2018-07-16 10:15:00,301.009.5672
266,1100187436,0 days 00:02:00.000000000,2018-07-16 20:31:00,300.227.8739
267,1100162532,0 days 00:03:00.000000000,2018-07-16 10:45:00,301.009.5672
268,1100135149,0 days 00:05:00.000000000,2018-07-16 07:33:00,300.227.8739
269,1100135493,0 days 00:05:00.000000000,2018-07-16 14:17:00,300.227.8739
270,1100135607,0 days 00:03:00.000000000,2018-07-16 09:53:00,315.777.6549
271,1100135869,0 days 00:04:00.000000000,2018-07-16 22:25:00,301.009.5672
272,1100162456,0 days 00:05:00.000000000,2018-07-16 15:31:00,311.487.6976
273,1100135423,0 days 00:02:00.000000000,2018-07-17 21:39:00,311.487.6976
274,1100135201,0 days 00:06:00.000000000,2018-07-17 18:58:00,315.777.6549
275,1100162307,0 days 00:04:00.000000000,2018-07-17 22:14:00,300.227.8739
276,1100162396,0 days 00:03:00.000000000,2018-07-17 11:22:00,301.009.5672
277,1100135567,0 days 00:05:00.000000000,2018-07-17 14:33:00,300.227.8739
278,1100162884,0 days 00:05:00.000000000,2018-07-17 15:35:00,301.009.5672
279,1100162114,0 days 00:01:00.000000000,2018-07-17 22:17:00,301.009.5672
280,1100135164,0 days 00:05:00.000000000,2018-07-18 21:02:00,311.487.6976
281,1100162424,0 days 00:05:00.000000000,2018-07-18 20:22:00,301.009.5672
282,1100187673,0 days 00:05:00.000000000,2018-07-18 20:53:00,301.009.5672
283,1100162185,0 days 00:03:00.000000000,2018-07-19 14:40:00,315.777.6549
284,1100135271,0 days 00:01:00.000000000,2018-07-19 06:13:00,301.009.5672
285,1100187158,0 days 00:04:00.000000000,2018-07-19 15:36:00,311.487.6976
286,1100187135,0 days 00:05:00.000000000,2018-07-19 19:13:00,315.777.6549
287,1100135592,0 days 00:03:00.000000000,2018-07-19 19:12:00,315.777.6549
288,1100187104,0 days 00:05:00.000000000,2018-07-20 20:30:00,315.777.6549
289,1100135223,0 days 00:01:00.000000000,2018-07-20 07:54:00,315.777.6549
290,1100187580,0 days 00:04:00.000000000,2018-07-20 09:11:00,315.777.6549
291,1100135428,0 days 00:02:00.000000000,2018-07-20 07:16:00,301.009.5672
292,1100123273,0 days 00:05:00.000000000,2018-07-20 20:50:00,315.777.6549
293,1100135122,0 days 00:01:00.000000000,2018-07-20 09:42:00,301.009.5672
294,1100135885,0 days 00:01:00.000000000,2018-07-20 09:00:00,311.487.6976
295,1100162781,0 days 00:01:00.000000000,2018-07-21 17:29:00,315.777.6549
296,1100135338,0 days 00:03:00.000000000,2018-07-21 14:53:00,311.487.6976
297,1100187883,0 days 00:01:00.000000000,2018-07-21 20:26:00,315.777.6549
298,1100162736,0 days 00:02:00.000000000,2018-07-21 14:11:00,315.777.6549
299,1100123845,0 days 00:01:00.000000000,2018-07-21 08:46:00,301.009.5672
300,1100123408,0 days 00:06:00.000000000,2018-07-21 11:29:00,301.009.5672
301,1100187437,0 days 00:06:00.000000000,2018-07-22 14:09:00,301.009.5672
302,1100162582,0 days 00:01:00.000000000,2018-07-22 11:34:00,301.009.5672
303,1100123240,0 days 00:02:00.000000000,2018-07-22 17:14:00,300.227.8739
304,1100162513,0 days 00:01:00.000000000,2018-07-22 10:18:00,311.487.6976
305,1100123314,0 days 00:03:00.000000000,2018-07-22 15:47:00,311.487.6976
306,1100135566,0 days 00:02:00.000000000,2018-07-23 11:10:00,311.487.6976
307,1100162252,0 days 00:04:00.000000000,2018-07-23 08:11:00,311.487.6976
308,1100123205,0 days 00:05:00.000000000,2018-07-23 10:12:00,300.227.8739
309,1100162874,0 days 00:05:00.000000000,2018-07-23 22:18:00,315.777.6549
310,1100162290,0 days 00:03:00.000000000,2018-07-23 19:29:00,300.227.8739
311,1100162623,0 days 00:04:00.000000000,2018-07-24 06:16:00,301.009.5672
312,1100135660,0 days 00:05:00.000000000,2018-07-24 18:19:00,315.777.6549
313,1100123867,0 days 00:04:00.000000000,2018-07-24 11:00:00,311.487.6976
314,1100162739,0 days 00:01:00.000000000,2018-07-24 18:00:00,315.777.6549
315,1100135722,0 days 00:05:00.000000000,2018-07-24 10:07:00,301.009.5672
316,1100162620,0 days 00:05:00.000000000,2018-07-24 10:21:00,315.777.6549
317,1100162162,0 days 00:03:00.000000000,2018-07-24 12:15:00,315.777.6549
318,1100162536,0 days 00:04:00.000000000,2018-07-24 18:23:00,311.487.6976
319,1100123486,0 days 00:02:00.000000000,2018-07-25 09:22:00,315.777.6549
320,1100162750,0 days 00:02:00.000000000,2018-07-25 07:10:00,311.487.6976
321,1100135632,0 days 00:02:00.000000000,2018-07-25 11:33:00,315.777.6549
322,1100135784,0 days 00:01:00.000000000,2018-07-25 20:24:00,311.487.6976
323,1100187252,0 days 00:01:00.000000000,2018-07-25 19:48:00,301.009.5672
324,1100135838,0 days 00:04:00.000000000,2018-07-25 20:18:00,311.487.6976
325,1100135334,0 days 00:01:00.000000000,2018-07-25 06:06:00,300.227.8739
326,1100162248,0 days 00:05:00.000000000,2018-07-25 08:21:00,311.487.6976
327,1100162415,0 days 00:06:00.000000000,2018-07-26 10:17:00,301.009.5672
328,1100135860,0 days 00:04:00.000000000,2018-07-26 15:37:00,315.777.6549
329,1100123308,0 days 00:03:00.000000000,2018-07-26 20:16:00,301.009.5672
330,1100135668,0 days 00:02:00.000000000,2018-07-26 19:34:00,301.009.5672
331,1100187819,0 days 00:03:00.000000000,2018-07-26 16:13:00,315.777.6549
332,1100187514,0 days 00:05:00.000000000,2018-07-26 21:00:00,311.487.6976
333,1100162842,0 days 00:03:00.000000000,2018-07-27 11:09:00,315.777.6549
334,1100162176,0 days 00:06:00.000000000,2018-07-27 20:34:00,301.009.5672
335,1100135471,0 days 00:01:00.000000000,2018-07-27 12:59:00,311.487.6976
336,1100135381,0 days 00:01:00.000000000,2018-07-27 20:36:00,311.487.6976
337,1100123182,0 days 00:01:00.000000000,2018-07-28 09:06:00,311.487.6976
338,1100187106,0 days 00:01:00.000000000,2018-07-28 09:34:00,315.777.6549
339,1100187409,0 days 00:02:00.000000000,2018-07-28 14:02:00,300.227.8739
